3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
29,1
30,1
3,2
4,2
5,2
6,2
7,2
27,2
28,2
29,2
30,2
1,3
2,3
4,3
5,3
6,3
7,3
8,3
9,3
10,3
28,3
29,3
30,3
1,4
2,4
3,4
5,4
6,4
7,4
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,4
28,4
29,4
30,4
1,5
2,5
3,5
4,5
6,5
7,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
28,5
29,5
30,5
1,6
2,6
3,6
4,6
5,6
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
28,6
29,6
30,6
1,7
2,7
3,7
4,7
5,7
6,7
8,7
9,7
10,7
11,7
12,7
13,7
14,7
15,7
28,7
29,7
30,7
1,8
3,8
4,8
6,8
7,8
9,8
10,8
11,8
12,8
13,8
14,8
15,8
30,8
1,9
3,9
4,9
5,9
6,9
7,9
8,9
10,9
11,9
12,9
13,9
14,9
15,9
30,9
1,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
11,10
12,10
13,10
14,10
15,10
16,10
30,10
1,11
4,11
5,11
6,11
7,11
8,11
9,11
10,11
12,11
13,11
14,11
15,11
16,11
30,11
1,12
4,12
5,12
6,12
7,12
8,12
9,12
10,12
11,12
13,12
14,12
15,12
16,12
17,12
30,12
1,13
4,13
5,13
6,13
7,13
8,13
9,13
10,13
11,13
12,13
14,13
15,13
17,13
18,13
30,13
1,14
4,14
5,14
6,14
7,14
8,14
9,14
10,14
11,14
12,14
13,14
15,14
16,14
17,14
18,14
19,14
1,15
4,15
5,15
6,15
7,15
8,15
9,15
10,15
11,15
12,15
13,15
14,15
16,15
17,15
18,15
19,15
10,16
11,16
12,16
14,16
15,16
17,16
18,16
19,16
20,16
12,17
13,17
14,17
15,17
16,17
18,17
19,17
20,17
13,18
14,18
15,18
16,18
17,18
19,18
20,18
14,19
15,19
16,19
17,19
18,19
20,19
16,20
17,20
18,20
19,20
21,20
22,20
23,20
24,20
20,21
22,21
23,21
24,21
25,21
28,21
20,22
21,22
23,22
24,22
25,22
26,22
20,23
21,23
22,23
24,23
25,23
26,23
27,23
20,24
21,24
22,24
23,24
25,24
26,24
27,24
28,24
21,25
22,25
23,25
24,25
26,25
27,25
28,25
29,25
22,26
23,26
24,26
25,26
27,26
28,26
29,26
2,27
23,27
24,27
25,27
26,27
28,27
29,27
2,28
3,28
4,28
5,28
6,28
7,28
21,28
24,28
25,28
26,28
27,28
29,28
30,28
1,29
2,29
3,29
4,29
5,29
6,29
7,29
25,29
26,29
27,29
28,29
30,29
1,30
2,30
3,30
4,30
5,30
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
28,30
29,30
