0,0,0,0
0.966367087045459,-0.0237442101150778,-0.254084593264727,0.0318101403138091
0.928167500825173,-0.0151802510386659,-0.370275013438503,0.0342208242664068
0,0,0,0
0.723264241466076,0.000522450047525201,-0.690510608323483,0.00914679480380673
0.473022040817177,-0.00518175310781186,-0.880903124704273,0.0152637879352126
0.415580631631759,-0.00130090034121393,-0.909292360133752,0.0218735016227845
0.136614560971198,-0.00884708167031695,-0.989891871484184,0.0370442120459321
0.179458018796498,-0.00658665291680466,-0.981149359931048,0.0713958612237655
0.360317432688124,-0.0193213032302698,-0.93045098215244,0.0637103190549539
0.998782479610202,-0.031173758933775,-0.0324820751951771,0.0201660598196747
0.226674452840023,-0.00734759731894449,-0.973166320317009,0.038884678781851
0.0315454330873142,-0.0186288213247251,-0.997956991043685,0.0523421120554003
0.00895590516108155,-0.00986897553685775,-0.997254008094554,0.0728480502412118
0.291011630143068,-0.0177894668164534,-0.953529770967765,0.0760048805671216
0.998354936459637,-0.0229242592000753,-0.0465161681957082,0.0244570088766226
0.0119414345121712,-0.0101569875861644,-0.995778853846031,0.0904362315560036
0.999496076017914,-0.0270260202317116,0.00476805124762536,0.0159516125368783
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.322619513314659,-0.00571072236079083,0.945653120116946,-0.0403015346087026
0.191876750018166,0.0157072593735004,0.980559266002014,-0.0379489217637548
0.10106704303761,-0.0349507331929783,-0.991911172608482,0.0683821958946421
0.524086255605987,-0.049606825034139,-0.847361445261199,0.0696515662406827
0,0,0,0
0,0,0,0
0,0,0,0
0.269194946342514,-0.022029201352677,0.961403154858124,-0.0524668369568755
0.108192734900821,-0.0111501588083108,-0.991662169130954,0.0691096837478053
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.872758969006333,-0.106125401927722,0.472671403736327,-0.0600909741526272
0.771601003280765,-0.0448544842382056,0.633815868130157,-0.0299568403917603
0.0472341756996074,-0.0225946801444043,-0.997499327389504,0.0474710957598183
0,0,0,0
0.757280477234581,-0.0574854817332511,-0.648717721305093,0.0488571003436399
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.18277424167733,-0.0244369248832437,-0.980566215751365,0.0669799209358771
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.337623714207039,-0.0091752901247778,0.938139066095348,-0.0762963585102067
0.187235365731747,0.0103988661263104,0.980046767976797,-0.0659023063391584
0.0987286125776262,-0.0300029591860134,-0.992436410570789,0.0665015373653002
0.287029414430836,-0.0277734025065451,-0.955888607275914,0.055854488134919
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.814447694036095,-0.0558461061398057,0.576707987117658,-0.0310493752434406
0,0,0,0
0.554512172416553,-0.0308215956627568,0.828474224671038,-0.0720884105692347
0.142520141016495,0.0199199413914595,0.987027190751756,-0.0711936096591268
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.313886384108352,-0.0320725862074904,0.931624518324051,-0.18033980132746
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.528694374499065,-0.0180338082576281,0.846381825023337,-0.0616023246552868
0.405546625283634,0.00173523985748046,0.907653993536407,-0.10813487726495
0.0188238264800074,0.00979219916950125,0.993341373823499,-0.113237323540072
0.203069146812898,0.00808870838457307,0.975281784335147,-0.086734857775882
0.405085602217685,-0.00682566504911991,0.910984368577407,-0.0772434164197546
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.544923287544185,-0.0204850142022861,0.83678036549506,-0.0493720042850593
0.351865962939598,-0.00958161980844812,0.935236127087076,-0.0378407621170927
0,0,0,0
0,0,0,0
0.138233535504275,-0.00261682852585482,0.98985339573531,-0.0327856191299
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.341950997318181,0.00634265173237449,0.938064048644349,-0.0553635877005548
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
